date,state,positive,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200930,TN,196139,2688217,,NaN,2884356,23875,969,8733,280,,124,,179322,A+,9/30/2020 15:00,2020-09-30T15:00:00Z,09/30 11:00,2454,8733,2020-09-30T15:00:00Z,2876722,230401,2646321,188505,2356,98,,,,,,,,,,,,,47,1528,22347,2884356,2884356,34,61,a98b2e84cd3b7ae5905a4ed8b03cdc89b4aa6d4e,0,0,0,0,0,
20200930,TX,748967,5488190,,NaN,6237157,36331,3344,,1076,,,,664883,A,9/30/2020 17:35,2020-09-30T17:35:00Z,09/30 13:35,15711,,2020-09-30T17:35:00Z,6237157,,,748967,,,,,412969,37113,,,,,,,99412,10266,48,5683,30648,6237157,6237157,107,0,e228d03c6e51e8c2dedba1c00be5816e145ab859,0,0,0,0,0,
20200930,UT,73042,756928,,NaN,829970,8106,243,3847,75,912,,363,55141,A+,9/30/2020 11:13,2020-09-30T11:13:00Z,09/30 07:13,459,3847,2020-09-30T11:13:00Z,1074530,,,73042,,,,829970,,,,,,,15282,1966,27011,2081,49,906,7200,829970,829970,2,40,da43dc93dd489b53474e54c724dd59a10b7850d8,0,0,0,0,0,
20200930,VA,148271,1909374,314,NaN,2049988,10478,908,18541,190,,104,,17633,A+,9/29/2020 17:00,2020-09-29T17:00:00Z,09/29 13:00,3208,18541,2020-09-29T17:00:00Z,,167677,,140614,2995,213,2049988,,,,,,,,,,,,51,755,9825,2057959,2057645,21,7,05da3e6f413dc7c87fdd1f9cb9648a217c7f75a4,0,0,0,0,0,
20200930,VI,1318,19243,21,NaN,20561,188,,,,,,,1254,D,9/29/2020 20:43,2020-09-29T20:43:00Z,09/29 16:43,20,,2020-09-29T20:43:00Z,20582,,,,20,,,,,,,,,,,,,,78,0,188,20582,20561,0,0,912a10fe68f03fbd94ae5d28f71c16e8ad7b530a,0,0,0,0,0,
20200930,VT,1752,160975,,NaN,162727,-20,3,,,,,,1606,B,9/29/2020 23:59,2020-09-29T23:59:00Z,09/29 19:59,58,,2020-09-29T23:59:00Z,,,,1752,58,,,162727,,,,,,,,,,,50,3,-23,162727,162727,0,0,b5814b379a4f874940b6d4d160b649274e23a959,0,0,0,0,0,
20200930,WA,87042,1767357,,NaN,1854399,5936,278,7483,,,26,,,B,9/29/2020 02:59,2020-09-29T02:59:00Z,09/28 22:59,2124,7483,2020-09-29T02:59:00Z,,,,87042,2124,,1854399,,,,,,,,,,,,53,404,5532,1854399,1854399,24,6,4cdd1fd23792cce2dfa8c00e2d4ba42942218fe2,0,0,0,0,0,
20200930,WI,129123,1423247,190,NaN,1552370,11932,683,7300,198,1179,,,99925,A+,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,1337,7300,2020-09-30T00:00:00Z,,,,122274,1327,10,,1545521,,,,,,,,,,,55,2459,9473,1552560,1552370,27,91,53b1043b235a152cfa92a6868cdee7c3754df187,0,0,0,0,0,
20200930,WV,15848,545720,,NaN,561568,3255,169,,55,,27,,11507,B,9/29/2020 23:59,2020-09-29T23:59:00Z,09/29 19:59,350,,2020-09-29T23:59:00Z,561113,,,15393,347,3,,,17346,,,,,,,,,,54,156,3099,561568,561568,5,0,93642ea006bf85af385f2adc9f7e549d2e68559b,0,0,0,0,0,
20200930,WY,5948,95212,,NaN,101160,617,24,272,,,,,4791,B,9/30/2020 17:28,2020-09-30T17:28:00Z,09/30 13:28,50,272,2020-09-30T17:28:00Z,161417,5003,156413,5046,,,,100258,,,,,,,,,,,56,127,490,101160,101160,0,5,ac542905b289607e9c32f4f54b0d120b5e310529,0,0,0,0,0,
